,title,location,predict_category
5631,VP of Ecosystem and Product Partnerships,US,management
5632,Director of Enterprise Sales (Fintech),US,marketing
5633,Lead KYB Customer Operations,Croatia,management
5634,Junior Sales Associate (Web3),US,marketing
5635,Technical Co-founder (Fullstack Developer),Russia,development
5636,Senior Frontend Developer (React),Europe,development
5637,Senior Frontend Developer (React),Belarus,development
5638,Java Developer (Kinopoisk),Russia,development
5639,Fullstack Developer (Golang/Vue.js),,development
5640,Senior MLOps Engineer,Russia,devops
5641,Senior Marketing Data Scientist,US,analytics
5642,Senior Marketing Data Scientist (AI),,analytics
5643,Senior Partner Marketing Manager,US,marketing
5644,AppSec Аналитик,Russia,analytics
5645,Software Engineer (Rust/Blockchain),UK,development
5646,Sr Sales Engineer (AI),US,marketing
5647,Deal Desk Manager,US,management
5648,Technical Support Specialist (VoIP),Australia,qa
5649,Staff Software Engineer (AI),US,development
5650,Solutions Consultant (AI),Germany,development
5651,Solutions Consultant (AI),UK,development
5652,Product Analyst (Real Estate),Russia,analytics
5653,Strategic Account Executive (SaaS),US,marketing
5654,Senior Customer Success Manager (AdTech),US,marketing
5655,Senior Cloud Performance Engineer (ClickHouse),UK,devops
5656,Operations Project Manager,US,management
5657,Senior People Business Partner (Product Engineering),US,management
5658,Software Development Manager (Cybersecurity),France,management
5659,Senior Engineering Manager (Cybersecurity),US,management
5660,Senior Engineering Manager (Cybersecurity),US,management
5661,Senior Engineering Manager (Cybersecurity),US,management
5662,HR Operations Specialist,Cyprus,management
5663,Applied Scientist III (AI),US,analytics
5664,Customer Marketing Manager (AI),US,marketing
5665,Middle UX/UI Designer,Russia,design
5666,Solutions Architect (Presales),Sweden,development
5667,Global Cloud GTM Specialist (Cybersecurity),US,marketing
5668,Database Reliability Engineer (ClickHouse),UK,devops
5669,Account Based Marketing Manager (AI),US,marketing
5670,Vice President Of Engineering (Cloud Security),Israel,management
5671,SEO Specialist (iGaming),,marketing
5672,"Manager, Partnership Management (Gamedev)",US,marketing
5673,Enterprise Client Executive (SaaS),UK,marketing
5674,Business Analyst (Fintech),,analytics
5675,Senior Java Engineer (SaaS),Ukraine,development
5676,Engineering Manager (Language Clients),Germany,management
5677,Research Engineer (AI),Serbia,development
5678,Principal Product Manager (ClickHouse Cloud),US,management
5679,Senior Java Developer,Russia,development
5680,Game Producer (Mobile Games),,management
5681,Art Lead,,design
5682,Business Development Representative (Mobile Marketing),Argentina,marketing
5683,Junior Ruby Developer,Russia,development
5684,Junior Game Designer,Russia,design
5685,2D Animator,UK,design
5686,Менеджер социальных сетей,Russia,marketing
5687,Специалист службы поддержки,Russia,qa
5688,Reels Producer,,design
5689,Senior Technical Support Manager,CR,qa
5690,Junior SEO Specialist (iGaming),,marketing
5691,Дизайнер инфографики,Russia,design
5692,Декоратор пространства,Russia,design
5693,3D Motion Designer (Unreal Engine),Russia,design
5694,Middle QA Manual Engineer (Backend),Russia,qa
5695,Sales Manager (Crypto),Russia,marketing
5696,Prompt Engineer / AI Agent Behavior Engineer,,analytics
5697,Директор продуктового офиса,Russia,management
5698,Стажер в ВИМ Инвестиции,Russia,management
5699,Senior Javascript/Typescript Engineer,,development
5700,TypeScript Developer,Russia,development
5701,Backend Developer (PHP),,development
5702,Bitrix Developer (PHP),Russia,development
5703,Python Developer,,development
5704,Разработчик C++,Russia,development
5705,Разработчик C++,Russia,development
5706,Golang Backend Developer,Russia,development
5707,C#/Avalonia Developer,Russia,development
5708,Flutter Developer,Russia,development
5709,HR Generalist,,management
5710,Data Analyst,Russia,analytics
5711,Fullstack Разработчик,,development
5712,Копирайтер,Russia,marketing
5713,Director of Marketing Data,Germany,marketing
5714,Senior SEO Manager (Fintech),,marketing
5715,Администратор экскурсионного бюро,Russia,management
5716,Technical Product Manager (AI),Russia,management
5717,Frontend Developer (Middle/Senior),Lithuania,development
5718,Senior Product Analyst (Fintech),Russia,analytics
5719,SMM/Telegram-менеджер (БАДы),,marketing
5720,Директор по PR (Real Estate),Russia,marketing
5721,Senior Unity Developer,Lithuania,development
5722,Специалист службы безопасности,Cyprus,management
5723,Senior Staff Software Engineer,US,development
5724,Product Owner (Fintech),Belgium,management
5725,Project Manager (MarTech),,management
5726,Senior Strategist - Future Of Work & AI Readiness,US,management
5727,Frontend Engineer (AI),France,development
5728,Events & Content Producer (AI),Russia,marketing
5729,Senior Fullstack Developer,Portugal,development
5730,"Senior Specialist, Brand Media",US,marketing
5731,QA Engineer,Russia,qa
5732,"Senior Lead, International Brand Media (Marketing)",Ireland,marketing
5733,SQL Разработчик,Russia,development
5734,Cybersecurity Liaison (Federal),US,management
5735,Frontend Engineer (A/B Platform),Kazakhstan,development
5736,Customer Care Specialist,Russia,management
5737,Редактор и копирайтер,,marketing
5738,Associate Website Traffic Analyst,US,analytics
5739,Channel Sales Lead (SaaS),Singapore,marketing
5740,Business Development Representative,Bulgaria,marketing
5741,Sales Manager (Automotive),UK,marketing
5742,Разработчик интерфейсов (React),Russia,development
5743,Kubernetes Engineer (DevOps),Russia,devops
5744,Senior Technical Lead (Unity),,development
5745,Solution Engineer (AI Data Cloud),SA,development
5746,Global Growth Lead (Web3),,marketing
5747,2D Motion Designer,Russia,design
5748,"Senior 2D Artist (AI, Gamedev)",UK,design
5749,SMM-специалист,Russia,marketing
5750,Head of Compliance (Fintech),,management
5751,Менеджер по сопровождению клиентов,Russia,management
5752,Senior Staff Software Engineer (AI),US,development
5753,Engineering Insights Analyst (AI),US,analytics
5754,Sales Development Representative (Inbound),US,marketing
5755,"Director, Social Media",US,marketing
5756,Principal Product Manager (AI),UK,management
5757,Junior Project Manager (E-commerce),Lithuania,management
5758,Business Development Manager (Automotive),US,marketing
5759,Country Manager (Ecommerce),Lithuania,management
5760,Information Security Compliance Analyst,US,management
5761,TBM Operations Analyst,CR,analytics
5762,"Director, Global Advisory (Fintech)",US,management
5763,Commercial Account Executive (AI),US,marketing
5764,Senior FX Artist (Gamedev),Hungary,design
5765,Главный специалист управления долгового капитала,Russia,management
5766,Freelance German Copywriter (Entertainment),,marketing
5767,Talent Associate (SaaS),UK,management
5768,Senior DevOps Engineer,Poland,devops
5769,Solution Director (Fullstack),UK,development
5770,Senior Data Engineer (Azure),Poland,development
5771,Менеджер службы заботы,Russia,management
5772,Business Development Manager (Logistics),Netherlands,marketing
5773,Head Of Product (Defense),UK,management
5774,Junior Customer Care Executive (French),Austria,management
5775,Commercial Director (Logistics),Germany,marketing
5776,AI-Driven Talent Sourcer (AI),Ukraine,marketing
5777,Associate Client Development Executive (Medtech),US,marketing
5778,Supply Chain Market Research And Data Associate (Energy),Mexico,analytics
5779,AI Machine Learning Engineer,,development
5780,Executive Vice President (AI),US,management
5781,Senior Product Manager II (Cloud),US,management
5782,"Director, Customer & GTM Operations (SaaS)",US,management
5783,Senior CRM Executive,UK,management
5784,SAP BI/BW Consultant (ERP),Portugal,development
5785,Windows Desktop Administrator (Associate),US,management
5786,Senior .NET Developer,Portugal,development
5787,Microsoft 365 Engineer,Portugal,development
5788,Global Cybersecurity Operations Lead,Portugal,management
5789,Редактор (Социальный проект),Russia,marketing
5790,Senior DevOps Engineer (Data Platform),Portugal,devops
5791,Linux Systems Engineer,Poland,development
5792,"Fullstack Developer (NET, React)",Portugal,development
5793,Senior People Development & Performance Manager (AI),Lithuania,management
5794,PAM Specialist (Cybersecurity),UK,management
5795,HR Administration Lead (International Offices),Russia,management
5796,Technical Product Manager (IoT),Sweden,management
5797,Рекрутер,Russia,management
5798,Маркетолог-аналитик,Russia,marketing
5799,Head of Talent Acquisition (Medtech),Netherlands,management
5800,Sales Trader (Energy),Netherlands,marketing
5801,International Media Coordinator (Marketing),UK,marketing
5802,Global Account Executive (SaaS),US,marketing
5803,Senior Digital Solution Specialist (Manufacturing),Italy,development
5804,OT Cybersecurity Engineer,Germany,development
5805,Senior Product Manager (AI),UK,management
5806,Product Lead (EdTech),Sweden,management
5807,Culture Marketing Events Manager,SA,marketing
5808,Social Media Support,Netherlands,marketing
5809,Adoption & Change Management Practitioner (Knowledge Management),Italy,management
5810,IT Operations & Services Specialist,US,management
5811,AI Business & Adoption Strategist,Sweden,management
5812,Middleware Support Analyst,Poland,development
5813,Enterprise Account Executive (SaaS),Belgium,marketing
5814,Identity & Access Support Analyst,Poland,management
5815,Configuration Management Coordinator III,US,management
5816,Head Of Marketing Operations And Content (Fintech),Estonia,marketing
5817,Live Producer (Gamedev),US,design
5818,Senior Program Controls Analyst,UK,analytics
5819,Senior Product Manager (B2C),France,management
5820,Senior Infrastructure/Research Engineer (RWA),,development
5821,QA Automation Engineer,France,qa
5822,Senior HR Talent Consultant (SaaS),Spain,management
5823,QA Chapter Lead,,qa
5824,IT Service Desk Analyst,Germany,management
5825,Коммерческий директор,Russia,management
5826,Web Application Developer (Fullstack),Romania,development
5827,AWS Services Business Development Manager,UK,marketing
5828,Project Management Intern (Energy),UK,management
5829,Payments Specialist Internship,UK,management
5830,AI Software Engineer (AI),UK,development
5831,Data Analyst Intern (Energy),UK,analytics
5832,Export Sales And Distribution Manager (Gamedev),UK,marketing
5833,Digital Experience & Marketing Operations Lead (SaaS),UK,marketing
5834,Network Engineer,UK,development
5835,Account Executive (Media Measurement),UK,marketing
5836,Senior Application & Solution Architect (.NET),Belgium,development
5837,Sales Manager / BizDev Manager,Cyprus,marketing
5838,Principal Software Engineer (AIX),UK,management
5839,Post-Doctoral Research Position (Machine Learning),UK,development
5840,Customer Support Specialist (Fintech),Netherlands,management
5841,Account Manager (Dell),SA,management
5842,System Administrator,Bulgaria,management
5843,Fullstack Engineer (Fintech),UK,development
5844,Backend Engineer (Fintech),UK,development
5845,People Experience Specialist (Gamedev),Ukraine,design
5846,"Senior Manager, Machine Learning Science (Fraud)",US,management
5847,Senior Business Analyst (Fintech),US,analytics
5848,Digital Marketing Analyst (Fintech),US,analytics
5849,Quantitative Strategist (Fintech),US,analytics
5850,Distinguished Product Manager (AI),US,management
5851,FedRAMP/CMMC Program Manager (Cybersecurity),US,management
5852,Associate Account Manager (Affiliate Marketing),UK,marketing
5853,Associate Account Manager (Affiliate Marketing),UK,marketing
5854,Payment Operations Analyst I (Fintech),US,analytics
5855,Senior Fullstack Engineer (Cybersecurity),Belgium,development
5856,Sales & Marketing Specialist II (Fintech),US,marketing
5857,Senior Product Marketing Manager (Fintech),Netherlands,marketing
5858,"Senior Director, Data Advisory Services (AI)",US,management
